Player,IP,BF,ERA,FIP,WHIP,K%,BB%,GB%,FB%,SO/BB,WAR,HR9,Whiff%,Swing%,PutAway%,League
黃竣彥,"15, 2/3",71,4.021,3.888,1.723,11.3,7.0,44.8,24.1,1.6142857142857143,,,9.2,42.2,34.8,CPBL
陳韻文,"47, 2/3",210,2.455,3.605,1.385,18.1,8.6,39.5,34.9,2.104651162790698,,,18.9,51.9,31.4,CPBL
蒙德茲,"120, 2/3",537,3.506,3.561,1.392,18.1,9.3,48.8,32.0,1.946236559139785,,,21.3,44.8,36.1,CPBL
王鏡銘,34,144,2.912,2.74,1.324,19.4,6.9,35.8,32.1,2.8115942028985503,,,19.2,44.9,41.2,CPBL
胡智爲,"90, 1/3",387,4.085,4.041,1.395,14.5,6.2,35.5,38.8,2.338709677419355,,,16.2,48.7,30.9,CPBL
姚杰宏,"13, 2/3",64,6.585,4.805,1.756,10.9,7.8,42.9,36.7,1.3974358974358976,,,17.1,44.1,24.1,CPBL
林詔恩,55,228,2.618,3.777,1.345,12.3,9.2,50.6,31.5,1.3369565217391306,,,17.0,43.8,27.5,CPBL
飛力獅,"127, 1/3",504,1.908,2.934,1.06,18.8,6.7,48.0,32.6,2.8059701492537314,,,21.8,46.5,38.0,CPBL
吳承諭,"31, 2/3",130,1.705,3.722,1.168,13.1,6.2,41.3,40.4,2.1129032258064515,,,17.2,48.6,30.9,CPBL
劉予承,21,95,5.143,6.17,1.619,12.6,12.6,40.8,39.4,1.0,,,16.9,41.5,29.3,CPBL
楊孟沅,"2, 1/3",11,3.857,4.836,2.143,9.1,18.2,12.5,75.0,0.5,,,0.0,44.8,100.0,CPBL
郭俊麟,29,148,9.621,6.398,1.931,14.9,9.5,39.1,36.4,1.568421052631579,,,19.6,46.1,33.8,CPBL
李軍,23,101,3.913,4.557,1.435,15.8,8.9,50.0,34.7,1.7752808988764046,,,16.8,46.4,30.8,CPBL
鍾允華,25,117,4.68,3.762,1.6,24.8,12.8,33.3,44.4,1.9375,,,25.8,49.4,45.3,CPBL
辛俊昇,"26, 1/3",95,2.051,3.578,0.722,16.8,5.3,61.6,27.4,3.169811320754717,,,20.9,44.6,36.4,CPBL
江承峰,4,20,9.0,9.622,1.75,30.0,15.0,30.0,60.0,2.0,,,38.9,53.7,60.0,CPBL
周彥農,11,49,5.727,6.667,1.818,4.1,20.4,70.3,13.5,0.20098039215686275,,,8.1,38.3,9.5,CPBL
奧德銳,39,155,2.077,2.686,1.103,19.4,5.2,47.8,31.3,3.7307692307692304,,,18.3,45.4,38.5,CPBL
張宥謙,4,18,2.25,1.122,1.5,22.2,0.0,21.4,50.0,inf,,,16.7,52.9,40.0,CPBL
獅帝芬,"24, 1/3",94,2.219,2.506,0.945,21.3,2.1,55.7,18.6,10.142857142857142,,,16.7,51.8,46.5,CPBL
林易霆,"0, 2/3",3,0.0,3.122,0.0,0.0,0.0,100.0,0.0,,,,25.0,30.8,0.0,CPBL
